atom_id,Clinical name,Attribute key,Readable label,Required value,Rule,Evidence role
polyneuropathy,Polyneuropathy / peripheral neuropathy,painful,painful,true,WB_AL_AL31,SUPPORT
neuropathic_pain,"Neuropathic pain (burning feet, dysesthesia, allodynia)",small_fiber_distribution,small fiber distribution,true,WB_AL_AL31,SUPPORT
dysautonomia,Autonomic dysfunction / dysautonomia,early,early,true,WB_AL_AL31,SUPPORT
dysautonomia,Autonomic dysfunction / dysautonomia,marked,marked,true,WB_AL_AL31,SUPPORT
orthostatic,Orthostatic hypotension,early,early,true,WB_AL_AL31,SUPPORT
orthostatic,Orthostatic hypotension,marked,marked,true,WB_AL_AL31,SUPPORT
gi_dysmotility,Unexplained gastrointestinal dysmotility,early,early,true,WB_AL_AL31,SUPPORT
gi_dysmotility,Unexplained gastrointestinal dysmotility,marked_and_unexplained,marked and unexplained,true,WB_AL_AL31,SUPPORT
diarrhea,diarrhea,early,early,true,WB_AL_AL31,SUPPORT
diarrhea,diarrhea,marked_and_unexplained,marked and unexplained,true,WB_AL_AL31,SUPPORT
constipation,constipation,early,early,true,WB_AL_AL31,SUPPORT
constipation,constipation,marked_and_unexplained,marked and unexplained,true,WB_AL_AL31,SUPPORT
gastroparesis,Gastroparesis / delayed gastric emptying,early,early,true,WB_AL_AL31,SUPPORT
gastroparesis,Gastroparesis / delayed gastric emptying,marked_and_unexplained,marked and unexplained,true,WB_AL_AL31,SUPPORT
lflg_as,Low-flow low-gradient aortic stenosis,qualified_low_flow_low_gradient_as,qualified low flow low gradient as,true,WB_ATTRv_V32,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",orthopedic_prodrome,orthopedic prodrome,true,WB_ATTRv_V33,SUPPORT
rotator_cuff,Rotator cuff tear / repair,orthopedic_prodrome,orthopedic prodrome,true,WB_ATTRv_V33,SUPPORT
trigger_finger,Trigger finger / stenosing tenosynovitis,orthopedic_prodrome,orthopedic prodrome,true,WB_ATTRv_V33,SUPPORT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_ATTRv_V33,CONTEXT
clinical_history_assessment,clinical history assessment,isolated_orthopedic_presentation,isolated orthopedic presentation,true,WB_ATTRv_V33,CONTEXT
diabetes,diabetes,mild_or_well_controlled,mild or well controlled,true,WB_ATTRv_V37,CONTEXT
polyneuropathy,Polyneuropathy / peripheral neuropathy,disproportionate_to_diabetes,disproportionate to diabetes,true,WB_ATTRv_V37,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,severe_rapid_or_sensory_ataxic,severe rapid or sensory ataxic,true,WB_ATTRv_V37,SUPPORT
autoimmune_disease,autoimmune disease,active,active,true,WB_ATTRv_V38,CONTEXT
autoantibody_result,autoantibody result,clinically_relevant_positive,clinically relevant positive,true,WB_ATTRv_V38,CONTEXT
polyneuropathy,Polyneuropathy / peripheral neuropathy,convincing_inflammatory_demyelinating_pattern,convincing inflammatory demyelinating pattern,true,WB_ATTRv_V38,SUPPORT
cidp,Chronic inflammatory demyelinating polyneuropathy,convincing_inflammatory_demyelinating_pattern,convincing inflammatory demyelinating pattern,true,WB_ATTRv_V38,SUPPORT
macroglossia,Macroglossia / acquired tongue enlargement,acquired,acquired,true,WB_ATTRv_V39,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V39,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V39,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,established_clonal_finding,established clonal finding,true,WB_ATTRv_V39,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,prior_known,prior known,true,WB_ATTRv_V39,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,established_clonal_finding,established clonal finding,true,WB_ATTRv_V39,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,prior_known,prior known,true,WB_ATTRv_V39,SUPPORT
monoclonal_study_result,monoclonal study result,established_clonal_finding,established clonal finding,true,WB_ATTRv_V39,SUPPORT
monoclonal_study_result,monoclonal study result,prior_known,prior known,true,WB_ATTRv_V39,SUPPORT
chronic_inflammatory_arthritis,Chronic inflammatory joint disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
fmf,Familial Mediterranean fever / periodic fever syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
autoinflammatory_syndrome,Other chronic autoinflammatory syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
ibd_inflammatory_driver,Inflammatory bowel disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
chronic_infection,Chronic or active infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
bronchiectasis,bronchiectasis,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
skin_soft_tissue_infection,skin soft tissue infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
abscess,abscess,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
chronic_wound,chronic wound,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
castleman_disease,castleman disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
renal_cell_carcinoma,renal cell carcinoma,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRv_V40,SUPPORT
urine_protein_result,urine protein result,abnormal,abnormal,true,WB_ATTRv_V40,SUPPORT
urine_protein_result,urine protein result,new,new,true,WB_ATTRv_V40,SUPPORT
urine_protein_result,urine protein result,persistent,persistent,true,WB_ATTRv_V40,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,new,new,true,WB_ATTRv_V40,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,persistent,persistent,true,WB_ATTRv_V40,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,new,new,true,WB_ATTRv_V40,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,persistent,persistent,true,WB_ATTRv_V40,SUPPORT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V41,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V41,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V41,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V41,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V41,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_ATTRv_V41,SUPPORT
lumbar_stenosis,Lumbar spinal stenosis,documented_stenosis_indication,documented stenosis indication,true,WB_ATTRv_V41,SUPPORT
lumbar_decompression,lumbar decompression,documented_stenosis_indication,documented stenosis indication,true,WB_ATTRv_V41,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",spontaneous_or_trivial_trauma,spontaneous or trivial trauma,true,WB_ATTRv_V41,SUPPORT
age_at_observation,age at observation,documented_older_adult,documented older adult,true,WB_ATTRv_V41,CONTEXT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_ATTRv_V41,CONTEXT
clinical_history_assessment,clinical history assessment,documented_long_orthopedic_history,documented long orthopedic history,true,WB_ATTRv_V41,CONTEXT
clinical_history_assessment,clinical history assessment,little_neuropathy_or_autonomic_involvement,little neuropathy or autonomic involvement,true,WB_ATTRv_V41,CONTEXT
clinical_history_assessment,clinical history assessment,orthopedic_history_precedes_cardiac,orthopedic history precedes cardiac,true,WB_ATTRv_V41,CONTEXT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT22,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT22,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT22,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT22,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT22,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT22,SUPPORT
lumbar_stenosis,Lumbar spinal stenosis,documented_stenosis_indication,documented stenosis indication,true,WB_ATTRwt_WT22,SUPPORT
lumbar_decompression,lumbar decompression,documented_stenosis_indication,documented stenosis indication,true,WB_ATTRwt_WT22,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",spontaneous_or_trivial_trauma,spontaneous or trivial trauma,true,WB_ATTRwt_WT22,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,length_dependent,length dependent,true,WB_ATTRwt_WT22,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,mild_or_moderate,mild or moderate,true,WB_ATTRwt_WT22,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,sensory_involvement,sensory involvement,true,WB_ATTRwt_WT22,SUPPORT
sensory_loss,sensory loss,length_dependent,length dependent,true,WB_ATTRwt_WT22,SUPPORT
sensory_loss,sensory loss,mild_or_moderate,mild or moderate,true,WB_ATTRwt_WT22,SUPPORT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_ATTRwt_WT22,CONTEXT
clinical_history_assessment,clinical history assessment,hereditary_red_flags_assessed_absent,hereditary red flags assessed absent,true,WB_ATTRwt_WT22,CONTEXT
recorded_sex,recorded sex,value,value,"""FEMALE""",WB_ATTRwt_WT24,CONTEXT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT24,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT24,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT24,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT24,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT24,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT24,SUPPORT
lumbar_stenosis,Lumbar spinal stenosis,documented_stenosis_indication,documented stenosis indication,true,WB_ATTRwt_WT24,SUPPORT
lumbar_decompression,lumbar decompression,documented_stenosis_indication,documented stenosis indication,true,WB_ATTRwt_WT24,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",spontaneous_or_trivial_trauma,spontaneous or trivial trauma,true,WB_ATTRwt_WT24,SUPPORT
lv_wall_measurement,lv wall measurement,septal_wall_below_12_mm,septal wall below 12 mm,true,WB_ATTRwt_WT24,SUPPORT
lv_mass_index_result,lv mass index result,abnormal_for_body_size_or_sex,abnormal for body size or sex,true,WB_ATTRwt_WT24,CONTEXT
lv_relative_wall_thickness,lv relative wall thickness,abnormal_for_body_size_or_sex,abnormal for body size or sex,true,WB_ATTRwt_WT24,CONTEXT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT25,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT25,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT25,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT25,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT25,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT25,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,established_clonal_finding,established clonal finding,true,WB_ATTRwt_WT25,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,prior_known,prior known,true,WB_ATTRwt_WT25,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,established_clonal_finding,established clonal finding,true,WB_ATTRwt_WT25,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,prior_known,prior known,true,WB_ATTRwt_WT25,SUPPORT
monoclonal_study_result,monoclonal study result,established_clonal_finding,established clonal finding,true,WB_ATTRwt_WT25,SUPPORT
monoclonal_study_result,monoclonal study result,prior_known,prior known,true,WB_ATTRwt_WT25,SUPPORT
monoclonal_study_result,monoclonal study result,flc_ratio_flagged,flc ratio flagged,true,WB_ATTRwt_WT26,SUPPORT
monoclonal_study_result,monoclonal study result,non_amyloid_indication,non amyloid indication,true,WB_ATTRwt_WT26,SUPPORT
monoclonal_study_result,monoclonal study result,prior_known,prior known,true,WB_ATTRwt_WT26,SUPPORT
egfr_result,egfr result,renal_impairment,renal impairment,true,WB_ATTRwt_WT26,CONTEXT
renal_dysfunction,renal dysfunction,renal_impairment,renal impairment,true,WB_ATTRwt_WT26,CONTEXT
macroglossia,Macroglossia / acquired tongue enlargement,acquired,acquired,true,WB_ATTRwt_WT27,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT27,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT27,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,established_clonal_finding,established clonal finding,true,WB_ATTRwt_WT27,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,prior_known,prior known,true,WB_ATTRwt_WT27,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,established_clonal_finding,established clonal finding,true,WB_ATTRwt_WT27,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,prior_known,prior known,true,WB_ATTRwt_WT27,SUPPORT
monoclonal_study_result,monoclonal study result,established_clonal_finding,established clonal finding,true,WB_ATTRwt_WT27,SUPPORT
monoclonal_study_result,monoclonal study result,prior_known,prior known,true,WB_ATTRwt_WT27,SUPPORT
hypoalbuminemia,Hypoalbuminemia,marked,marked,true,WB_ATTRwt_WT27,SUPPORT
hypoalbuminemia,Hypoalbuminemia,otherwise_unexplained,otherwise unexplained,true,WB_ATTRwt_WT27,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,painful,painful,true,WB_ATTRwt_WT28,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,prominent,prominent,true,WB_ATTRwt_WT28,SUPPORT
sfn,Small-fiber neuropathy,painful,painful,true,WB_ATTRwt_WT28,SUPPORT
sfn,Small-fiber neuropathy,prominent,prominent,true,WB_ATTRwt_WT28,SUPPORT
neuropathic_pain,"Neuropathic pain (burning feet, dysesthesia, allodynia)",polyneuropathic_distribution,polyneuropathic distribution,true,WB_ATTRwt_WT28,SUPPORT
neuropathic_pain,"Neuropathic pain (burning feet, dysesthesia, allodynia)",prominent,prominent,true,WB_ATTRwt_WT28,SUPPORT
dysautonomia,Autonomic dysfunction / dysautonomia,marked,marked,true,WB_ATTRwt_WT28,SUPPORT
orthostatic,Orthostatic hypotension,marked,marked,true,WB_ATTRwt_WT28,SUPPORT
gi_dysmotility,Unexplained gastrointestinal dysmotility,marked_and_unexplained,marked and unexplained,true,WB_ATTRwt_WT28,SUPPORT
diarrhea,diarrhea,marked_and_unexplained,marked and unexplained,true,WB_ATTRwt_WT28,SUPPORT
constipation,constipation,marked_and_unexplained,marked and unexplained,true,WB_ATTRwt_WT28,SUPPORT
gastroparesis,Gastroparesis / delayed gastric emptying,marked_and_unexplained,marked and unexplained,true,WB_ATTRwt_WT28,SUPPORT
chronic_inflammatory_arthritis,Chronic inflammatory joint disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
fmf,Familial Mediterranean fever / periodic fever syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
autoinflammatory_syndrome,Other chronic autoinflammatory syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
ibd_inflammatory_driver,Inflammatory bowel disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
chronic_infection,Chronic or active infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
bronchiectasis,bronchiectasis,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
skin_soft_tissue_infection,skin soft tissue infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
abscess,abscess,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
chronic_wound,chronic wound,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
castleman_disease,castleman disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
renal_cell_carcinoma,renal cell carcinoma,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_ATTRwt_WT29,SUPPORT
crp_result,crp result,sustained_inflammatory_activity,sustained inflammatory activity,true,WB_ATTRwt_WT29,CONTEXT
esr_result,esr result,sustained_inflammatory_activity,sustained inflammatory activity,true,WB_ATTRwt_WT29,CONTEXT
saa_result,saa result,sustained_inflammatory_activity,sustained inflammatory activity,true,WB_ATTRwt_WT29,CONTEXT
inflammatory_control_assessment,inflammatory control assessment,sustained_inflammatory_activity,sustained inflammatory activity,true,WB_ATTRwt_WT29,CONTEXT
urine_protein_result,urine protein result,heavy_proteinuria,heavy proteinuria,true,WB_ATTRwt_WT29,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,heavy_proteinuria,heavy proteinuria,true,WB_ATTRwt_WT29,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,heavy_proteinuria,heavy proteinuria,true,WB_ATTRwt_WT29,SUPPORT
