code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
K50.819,Crohn's disease of both small and large intestine with unspecified complications,2854,59,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M04.1,Periodic fever syndromes,513,58,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoinflammatory_syndrome,Other chronic autoinflammatory syndrome,"autoinflammatory_syndrome:7.0(phrase;tokens=fever,periodic)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
P59.3,Neonatal jaundice from breast milk inhibitor,214,57,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
M45.0,Ankylosing spondylitis of multiple sites in spine,1451,55,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_inflammatory_arthritis,Chronic inflammatory joint disease,"chronic_inflammatory_arthritis:7.0(phrase;tokens=ankylos,spondyliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.10,"Other acute osteomyelitis, unspecified site",1870,55,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E13.22,Other specified diabetes mellitus with diabetic chronic kidney disease,544,54,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes | renal_dysfunction,Renal dysfunction / chronic kidney disease | diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu) | renal_dysfunction:7.0(phrase;tokens=chronic,kidney)",EXPLICIT_ALTERNATIVE_ETIOLOGY
P59.0,Neonatal jaundice associated with preterm delivery,385,54,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
M08.09,"Unspecified juvenile rheumatoid arthritis, multiple sites",643,50,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
P59.8,Neonatal jaundice from other specified causes,452,49,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
Q22.4,Congenital tricuspid stenosis,1414,49,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
Q24.6,Congenital heart block,429,49,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Cardiac signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,conduction_disease,"AV block, bundle-branch block, or sinus-node disease","conduction_disease:7.0(phrase;tokens=block,heart)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M05.761,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,768,48,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E10.43,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,831,47,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu,type)",EXPLICIT_ALTERNATIVE_ETIOLOGY
Z86.15,Personal history of latent tuberculosis infection,132,46,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.18,"Other acute osteomyelitis, other site",382,44,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K50.118,Crohn's disease of large intestine with other complication,540,43,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M46.22,"Osteomyelitis of vertebra, cervical region",618,43,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
I13.11,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",418,42,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals | Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,hf_any | hfpef | hypertension | kidney_failure | renal_dysfunction,Heart failure | Heart failure with preserved ejection fraction | Hypertension | Kidney failure / end-stage renal disease | Renal dysfunction / chronic kidney disease,"kidney_failure:8.0(phrase;tokens=end,failure,kidney,renal,stage) | renal_dysfunction:8.0(phrase;tokens=chronic,kidney,renal,stage) | hf_any:7.0(phrase;tokens=failure,heart) | hfpef:3.0(tokens=chronic,failure,heart) | hypertension:3.0(same_icd_category;tokens=hypertensive)",EXPLICIT_ALTERNATIVE_ETIOLOGY
Q24.4,Congenital subaortic stenosis,639,42,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.072,"Acute hematogenous osteomyelitis, left ankle and foot",570,41,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.141,"Other acute osteomyelitis, right hand",423,41,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Q42.3,"Congenital absence, atresia and stenosis of anus without fistula",789,41,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
E13.40,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",226,38,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
K51.811,Other ulcerative colitis with rectal bleeding,1217,36,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.20,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,524,36,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,vasculiti) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
O13.2,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester",117,36,SUPPLIED_895_LIST,,Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
G62.1,Alcoholic polyneuropathy,347,35,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,mild_sensory_polyneuropathy,Mild-to-moderate length-dependent sensory polyneuropathy,mild_sensory_polyneuropathy:3.0(same_icd_category;tokens=polyneuropathy),EXPLICIT_ALTERNATIVE_ETIOLOGY
O26.649,"Intrahepatic cholestasis of pregnancy, unspecified trimester",84,35,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.813,Crohn's disease of both small and large intestine with fistula,3019,34,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K50.113,Crohn's disease of large intestine with fistula,2730,33,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K51.819,Other ulcerative colitis with unspecified complications,188,33,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
G60.0,Hereditary motor and sensory neuropathy,272,32,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,mild_sensory_polyneuropathy | sfn,Mild-to-moderate length-dependent sensory polyneuropathy | Small-fiber neuropathy,"mild_sensory_polyneuropathy:4.0(same_icd_category;tokens=neuropathy,sensory) | sfn:3.0(same_icd_category;tokens=neuropathy)",EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.111,Crohn's disease of large intestine with rectal bleeding,552,31,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.771,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,580,31,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K50.019,Crohn's disease of small intestine with unspecified complications,1234,30,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.731,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,491,30,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
A19.9,"Miliary tuberculosis, unspecified",196,29,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K50.818,Crohn's disease of both small and large intestine with other complication,462,29,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.142,"Other acute osteomyelitis, left hand",215,29,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Q40.0,Congenital hypertrophic pyloric stenosis,116,29,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.661,"Other chronic osteomyelitis, right tibia and fibula",1484,28,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E13.43,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,149,27,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M08.20,"Juvenile rheumatoid arthritis with systemic onset, unspecified site",622,27,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.161,"Other acute osteomyelitis, right tibia and fibula",463,27,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K50.018,Crohn's disease of small intestine with other complication,961,25,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.041,"Rheumatoid arthritis without rheumatoid factor, right hand",338,25,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E08.40,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",146,24,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M05.742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,130,24,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.179,"Other acute osteomyelitis, unspecified ankle and foot",912,24,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.00,"Acute hematogenous osteomyelitis, unspecified site",210,23,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
O13.5,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium",78,23,SUPPLIED_895_LIST,,Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
E08.43,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,65,22,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.911,"Crohn's disease, unspecified, with rectal bleeding",450,22,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,181,22,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.471,"Chronic osteomyelitis with draining sinus, right ankle and foot",391,22,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.662,"Other chronic osteomyelitis, left tibia and fibula",532,22,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.679,"Other chronic osteomyelitis, unspecified ankle and foot",317,22,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M45.6,Ankylosing spondylitis lumbar region,631,21,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_inflammatory_arthritis,Chronic inflammatory joint disease,"chronic_inflammatory_arthritis:7.0(phrase;tokens=ankylos,spondyliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Q31.1,Congenital subglottic stenosis,121,21,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
E08.41,Diabetes mellitus due to underlying condition with diabetic mononeuropathy,49,20,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.918,"Crohn's disease, unspecified, with other complication",190,20,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.8X8,"Other osteomyelitis, other site",245,20,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
B19.21,Unspecified viral hepatitis C with hepatic coma,190,19,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.913,"Crohn's disease, unspecified, with fistula",325,19,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K51.918,"Ulcerative colitis, unspecified with other complication",317,19,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.651,"Other chronic osteomyelitis, right thigh",338,19,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Q23.2,Congenital mitral stenosis,80,18,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.114,Crohn's disease of large intestine with abscess,435,17,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.28,"Subacute osteomyelitis, other site",141,17,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.7A,Rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement,248,16,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
